DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2025-03-11,Hammerschlag1,Rise of the Ancients event,Ancients' Chest,10,MY_CLAN
2025-03-11,Hammerschlag1,Rise of the Ancients event,Ancients' Chest,10,MY_CLAN
2025-03-11,Shoppingqueen49x2,Rise of the Ancients event,Ancients' Chest,10,MY_CLAN
2025-03-11,Shoppingqueen49x2,Rise of the Ancients event,Ancients' Chest,10,MY_CLAN
2025-03-11,Shoppingqueen49x2,Rise of the Ancients event,Ancients' Chest,10,MY_CLAN
2025-03-11,Shoppingqueen49x2,Rise of the Ancients event,Ancients' Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,FeldjÃĪger,Bank,Wooden Chest,20,MY_CLAN
2025-03-11,FeldjÃĪger,Bank,Wooden Chest,20,MY_CLAN
2025-03-11,FeldjÃĪger,Bank,Wooden Chest,20,MY_CLAN
2025-03-11,FeldjÃĪger,Bank,Bronze Chest,40,MY_CLAN
2025-03-11,FeldjÃĪger,Bank,Bronze Chest,40,MY_CLAN
2025-03-11,FeldjÃĪger,Bank,Bronze Chest,40,MY_CLAN
2025-03-11,Reckless,Bank,Bronze Chest,40,MY_CLAN
2025-03-11,Reckless,Bank,Bronze Chest,40,MY_CLAN
2025-03-11,Reckless,Bank,Bronze Chest,40,MY_CLAN
2025-03-11,Triple X,Bank,Wooden Chest,20,MY_CLAN
2025-03-11,Triple X,Bank,Wooden Chest,20,MY_CLAN
2025-03-11,Triple X,Bank,Wooden Chest,20,MY_CLAN
2025-03-11,Hausarzt,Bank,Wooden Chest,20,MY_CLAN
2025-03-11,Hausarzt,Bank,Wooden Chest,20,MY_CLAN
2025-03-11,Hausarzt,Bank,Wooden Chest,20,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
2025-03-11,Bruno,Epic Ancient squad,Golden Chest,10,MY_CLAN
